id,magnitude,color_index,size,ellipticity,label
obj_0000509,14.75,1.05,1.57,0.16,spiral
obj_0000510,16.41,0.61,2.09,0.15,elliptical
obj_0000511,15.92,0.44,1.83,0.07,spiral
obj_0000512,15.64,1.38,2.93,0.05,elliptical
obj_0000513,14.64,0.96,3.49,0.42,spiral
obj_0000514,15.13,0.44,2.38,0.29,spiral
obj_0000515,17.13,0.2,2.84,0.03,elliptical
obj_0000516,16.75,-0.07,2.68,0.5,spiral
obj_0000517,14.53,0.22,1.79,0.68,spiral
obj_0000518,16.15,0.46,2.13,0.17,spiral
obj_0000519,17.13,1.0,1.8,0.38,spiral
obj_0000520,13.5,0.9,3.0,0.32,elliptical
obj_0000521,16.82,0.68,1.15,0.09,spiral
obj_0000522,15.01,0.78,2.75,0.19,elliptical
obj_0000523,16.86,0.37,1.85,0.05,spiral
obj_0000524,14.86,0.21,3.0,0.22,elliptical
obj_0000525,13.29,0.53,3.16,0.09,spiral
obj_0000526,13.56,0.9,3.95,0.12,elliptical
obj_0000527,16.07,0.61,2.49,0.0,spiral
obj_0000528,16.39,0.81,1.24,0.06,elliptical
obj_0000529,14.64,0.61,1.78,0.05,spiral
obj_0000530,16.96,0.21,2.82,0.03,spiral
obj_0000531,13.51,0.69,2.38,0.54,spiral
obj_0000532,15.9,0.48,2.16,0.01,spiral
obj_0000533,14.18,0.93,3.32,0.02,spiral
obj_0000534,15.02,0.13,1.69,0.37,spiral
obj_0000535,16.07,1.06,2.59,0.14,spiral
obj_0000536,14.71,0.23,2.13,0.13,elliptical
obj_0000537,15.42,0.52,2.81,0.34,elliptical
obj_0000538,17.51,0.15,3.57,0.18,elliptical
obj_0000539,15.13,0.9,2.26,0.39,spiral
obj_0000540,17.25,0.27,1.79,0.71,spiral
obj_0000541,14.31,0.44,3.59,0.01,elliptical
obj_0000542,16.79,0.91,1.33,0.2,elliptical
obj_0000543,18.16,0.45,2.11,0.06,spiral
obj_0000544,12.29,0.58,3.17,0.3,elliptical
obj_0000545,14.8,0.78,2.16,0.07,spiral
obj_0000546,16.87,0.71,3.24,0.32,elliptical
obj_0000547,15.7,0.66,3.05,0.37,elliptical
obj_0000548,16.56,0.42,2.16,0.01,elliptical
obj_0000549,15.09,0.48,0.69,0.28,spiral
obj_0000550,16.13,0.73,2.22,0.14,spiral
obj_0000551,15.77,0.51,2.76,0.08,elliptical
obj_0000552,17.75,0.68,2.01,0.01,spiral
obj_0000553,16.38,0.02,2.49,0.48,spiral
obj_0000554,16.51,0.59,4.05,0.48,spiral
obj_0000555,15.38,0.76,2.79,0.09,elliptical
obj_0000556,15.27,0.8,2.9,0.32,elliptical
obj_0000557,15.35,0.54,1.34,0.22,spiral
obj_0000558,16.59,0.7,2.8,0.06,elliptical
obj_0000559,15.37,0.42,2.57,0.02,elliptical
obj_0000560,16.43,1.02,2.26,0.0,spiral
obj_0000561,19.11,0.5,2.78,0.04,elliptical
obj_0000562,17.31,0.98,3.78,0.29,spiral
obj_0000563,15.51,0.57,1.06,0.07,spiral
obj_0000564,17.8,0.25,3.34,0.17,elliptical
obj_0000565,15.39,0.53,2.53,0.07,elliptical
obj_0000566,12.94,0.3,1.64,0.02,spiral
obj_0000567,14.49,0.52,3.0,0.37,elliptical
obj_0000568,13.19,0.29,2.01,0.15,spiral
obj_0000569,15.47,0.53,1.82,0.27,elliptical
obj_0000570,16.03,0.9,1.91,0.18,elliptical
obj_0000571,18.51,1.03,2.26,0.44,elliptical
obj_0000572,16.49,0.42,1.34,0.04,spiral
obj_0000573,15.67,0.82,1.37,0.1,elliptical
obj_0000574,17.24,1.06,1.0,0.19,elliptical
obj_0000575,12.68,0.25,2.26,0.07,spiral
obj_0000576,16.35,0.09,1.99,0.08,spiral
obj_0000577,17.16,0.19,1.54,0.02,spiral
obj_0000578,13.78,0.59,2.41,0.29,elliptical
obj_0000579,17.72,-0.05,3.08,0.09,spiral
obj_0000580,16.51,0.94,0.78,0.21,spiral
obj_0000581,15.38,-0.07,3.35,0.26,elliptical
obj_0000582,16.95,0.6,2.6,0.14,elliptical
obj_0000583,19.41,0.7,2.72,0.47,elliptical
obj_0000584,16.27,0.81,3.36,0.09,elliptical
obj_0000585,16.37,0.94,3.05,0.15,elliptical
obj_0000586,15.31,1.09,1.86,0.03,elliptical
obj_0000587,14.73,0.72,1.91,0.2,spiral
obj_0000588,17.25,0.42,2.98,0.17,elliptical
obj_0000589,14.72,0.66,2.48,0.09,spiral
obj_0000590,16.11,0.72,1.73,0.21,spiral
obj_0000591,15.28,0.67,2.59,0.06,elliptical
obj_0000592,16.72,0.46,2.66,0.12,spiral
obj_0000593,16.5,0.96,3.17,0.49,elliptical
obj_0000594,17.56,0.48,2.28,0.01,spiral
obj_0000595,15.23,0.56,1.93,0.34,spiral
obj_0000596,15.6,0.35,2.35,0.16,elliptical
obj_0000597,14.53,0.88,2.1,0.13,spiral
obj_0000598,15.33,1.26,3.02,0.27,spiral
obj_0000599,16.57,0.96,2.07,0.27,spiral
obj_0000600,17.14,0.28,4.1,0.19,spiral
obj_0000601,14.62,0.36,2.22,0.08,spiral
obj_0000602,17.3,0.13,1.98,0.03,spiral
obj_0000603,18.03,0.69,2.28,0.28,elliptical
obj_0000604,16.62,0.74,4.41,0.18,elliptical
obj_0000605,18.82,0.4,2.92,0.08,spiral
obj_0000606,14.84,0.43,3.07,0.23,spiral
obj_0000607,14.13,0.03,2.23,0.54,spiral
obj_0000608,13.33,0.57,1.57,0.16,elliptical
obj_0000609,18.24,0.39,1.58,0.25,spiral
obj_0000610,16.98,0.39,2.12,0.49,elliptical
obj_0000611,15.92,1.29,3.0,0.03,spiral
obj_0000612,16.42,0.8,1.59,0.47,elliptical
obj_0000613,14.31,0.59,1.91,0.34,elliptical
obj_0000614,19.67,0.67,2.12,0.1,spiral
obj_0000615,16.19,0.45,4.21,0.08,spiral
obj_0000616,16.16,0.89,3.33,0.01,elliptical
obj_0000617,17.09,0.52,1.83,0.52,elliptical
obj_0000618,16.72,0.27,2.22,0.21,elliptical
obj_0000619,16.34,1.09,2.04,0.18,spiral
obj_0000620,14.81,0.36,2.89,0.17,spiral
obj_0000621,16.71,1.22,3.42,0.08,spiral
obj_0000622,18.82,0.87,1.85,0.02,elliptical
obj_0000623,18.02,0.8,1.65,0.18,elliptical
obj_0000624,18.39,0.31,2.03,0.23,spiral
obj_0000625,15.23,1.04,3.47,0.48,elliptical
obj_0000626,14.52,1.32,2.8,0.13,elliptical
obj_0000627,15.81,0.3,1.89,0.09,elliptical
obj_0000628,16.08,0.58,3.46,0.23,spiral
obj_0000629,17.64,0.33,2.27,0.01,elliptical
obj_0000630,13.46,0.5,2.41,0.01,elliptical
obj_0000631,18.29,0.55,5.37,0.3,spiral
obj_0000632,15.76,0.99,3.86,0.08,spiral
obj_0000633,15.36,0.17,2.69,0.04,spiral
obj_0000634,14.48,0.82,2.83,0.29,spiral
obj_0000635,13.52,0.83,2.52,0.62,spiral
obj_0000636,17.23,0.33,2.67,0.06,elliptical
obj_0000637,16.11,0.61,0.96,0.2,elliptical
obj_0000638,14.07,0.43,2.18,0.06,spiral
obj_0000639,14.06,0.64,2.85,0.1,spiral
obj_0000640,15.5,1.15,1.98,0.03,spiral
obj_0000641,18.5,0.34,1.74,0.09,elliptical
obj_0000642,15.61,0.69,3.23,0.07,spiral
obj_0000643,13.75,0.32,0.84,0.0,spiral
obj_0000644,15.63,0.82,2.51,0.24,spiral
obj_0000645,15.59,0.7,1.54,0.16,elliptical
obj_0000646,11.95,0.78,3.53,0.13,elliptical
obj_0000647,15.92,0.44,2.22,0.0,spiral
obj_0000648,15.65,0.26,1.79,0.21,spiral
obj_0000649,17.04,0.12,2.85,0.0,spiral
obj_0000650,18.77,0.6,3.52,0.01,spiral
obj_0000651,17.69,0.76,1.78,0.2,spiral
obj_0000652,15.6,0.72,1.35,0.19,spiral
obj_0000653,14.34,0.82,2.19,0.23,elliptical
obj_0000654,19.86,0.44,2.88,0.07,spiral
obj_0000655,16.09,0.57,2.08,0.18,spiral
obj_0000656,16.02,-0.1,3.5,0.33,elliptical
obj_0000657,15.96,0.56,2.64,0.01,spiral
obj_0000658,16.3,1.12,2.21,0.16,spiral
obj_0000659,15.78,0.66,2.16,0.62,elliptical
obj_0000660,15.14,1.2,3.08,0.29,spiral
obj_0000661,15.18,0.73,1.89,0.19,spiral
obj_0000662,15.95,0.9,1.42,0.45,spiral
obj_0000663,15.18,0.81,2.14,0.07,spiral
obj_0000664,14.93,0.85,2.69,0.01,elliptical
obj_0000665,16.16,0.7,1.73,0.13,spiral
obj_0000666,15.62,0.86,1.15,0.22,elliptical
obj_0000667,18.26,0.45,2.76,0.02,elliptical
obj_0000668,12.02,1.0,2.15,0.03,spiral
obj_0000669,17.64,1.07,2.34,0.01,spiral
obj_0000670,17.87,0.72,3.08,0.19,spiral
obj_0000671,12.89,0.49,2.61,0.24,elliptical
obj_0000672,15.49,0.24,1.59,0.03,spiral
obj_0000673,15.44,0.72,1.02,0.29,spiral
obj_0000674,13.89,0.59,2.88,0.26,spiral
obj_0000675,14.83,0.41,3.04,0.05,elliptical
obj_0000676,14.33,0.3,2.81,0.12,elliptical
obj_0000677,18.63,0.28,2.91,0.18,spiral
obj_0000678,17.4,0.62,2.33,0.07,spiral
obj_0000679,17.91,0.74,3.46,0.35,spiral
obj_0000680,17.08,0.76,2.56,0.06,spiral
obj_0000681,14.31,1.56,2.06,0.15,spiral
obj_0000682,15.21,0.82,3.54,0.07,elliptical
obj_0000683,16.73,0.93,2.63,0.14,spiral
obj_0000684,14.17,0.6,2.4,0.13,elliptical
obj_0000685,17.07,0.18,2.01,0.14,spiral
obj_0000686,15.64,0.47,3.11,0.3,spiral
obj_0000687,15.44,1.14,3.03,0.01,spiral
obj_0000688,17.07,0.35,2.05,0.05,elliptical
obj_0000689,16.67,0.62,3.04,0.38,spiral
obj_0000690,15.46,0.61,3.61,0.23,spiral
obj_0000691,17.74,1.06,2.68,0.01,spiral
obj_0000692,14.38,0.76,2.74,0.05,spiral
obj_0000693,16.92,0.78,1.98,0.02,spiral
obj_0000694,16.89,0.56,1.84,0.38,spiral
obj_0000695,15.54,-0.07,1.54,0.05,spiral
obj_0000696,16.49,0.48,2.2,0.63,spiral
obj_0000697,14.12,0.59,2.13,0.02,elliptical
obj_0000698,17.39,0.65,2.11,0.18,elliptical
obj_0000699,15.72,0.4,4.43,0.12,spiral
obj_0000700,15.22,0.18,1.87,0.31,spiral
obj_0000701,17.57,0.83,1.05,0.06,elliptical
obj_0000702,14.94,0.5,2.87,0.07,spiral
obj_0000703,13.89,0.6,3.35,0.35,elliptical
obj_0000704,13.67,0.08,2.14,0.02,spiral
obj_0000705,16.91,0.53,2.51,0.24,elliptical
obj_0000706,14.08,0.81,1.61,0.11,spiral
obj_0000707,18.63,0.69,2.7,0.42,elliptical
obj_0000708,12.88,0.48,1.36,0.1,elliptical
obj_0000709,18.54,0.44,3.75,0.34,elliptical
obj_0000710,16.32,0.54,3.86,0.04,elliptical
obj_0000711,15.85,0.71,1.97,0.1,spiral
obj_0000712,15.18,0.71,3.2,0.17,elliptical
obj_0000713,16.6,0.77,3.18,0.0,spiral
obj_0000714,15.94,0.85,2.83,0.04,elliptical
obj_0000715,17.65,0.63,0.54,0.37,spiral
obj_0000716,16.17,1.12,1.8,0.28,spiral
obj_0000717,16.23,0.8,3.18,0.38,spiral
obj_0000718,15.45,0.38,2.7,0.14,elliptical
obj_0000719,15.91,0.7,3.33,0.14,spiral
obj_0000720,16.46,0.76,2.68,0.07,spiral
obj_0000721,13.43,0.83,1.39,0.04,elliptical
obj_0000722,13.98,0.47,2.16,0.06,spiral
obj_0000723,17.11,0.01,3.1,0.01,elliptical
obj_0000724,16.26,1.03,1.42,0.04,spiral
obj_0000725,15.72,0.57,1.53,0.37,elliptical
obj_0000726,16.03,-0.03,2.69,0.08,spiral
obj_0000727,16.52,0.52,2.33,0.13,elliptical
obj_0000728,15.19,0.82,1.26,0.18,spiral
obj_0000729,14.83,0.28,2.26,0.0,spiral
obj_0000730,16.29,0.27,1.9,0.03,elliptical
obj_0000731,14.53,0.53,2.89,0.03,spiral
obj_0000732,16.61,0.63,1.84,0.16,spiral
obj_0000733,13.45,0.43,1.82,0.1,elliptical
obj_0000734,17.54,0.49,1.46,0.49,elliptical
obj_0000735,16.71,0.84,3.36,0.41,spiral
obj_0000736,16.38,0.6,2.75,0.08,spiral
obj_0000737,17.47,0.16,2.08,0.04,elliptical
obj_0000738,18.5,0.96,2.89,0.26,spiral
obj_0000739,17.52,0.54,1.9,0.03,elliptical
obj_0000740,13.24,0.33,2.45,0.03,spiral
obj_0000741,14.08,0.54,1.12,0.37,spiral
obj_0000742,15.06,0.2,2.58,0.16,spiral
obj_0000743,16.04,0.6,2.37,0.22,spiral
obj_0000744,16.78,0.76,1.84,0.31,spiral
obj_0000745,14.91,0.43,4.06,0.05,elliptical
obj_0000746,16.28,0.51,2.67,0.11,spiral
obj_0000747,14.87,0.42,2.2,0.23,elliptical
obj_0000748,15.08,0.82,2.89,0.38,elliptical
obj_0000749,13.89,0.53,2.81,0.24,elliptical
obj_0000750,14.62,0.43,3.26,0.06,spiral
obj_0000751,13.97,0.64,3.41,0.27,spiral
obj_0000752,14.54,0.52,2.65,0.15,elliptical
obj_0000753,17.58,0.56,2.63,0.14,spiral
obj_0000754,14.58,0.36,1.34,0.14,spiral
obj_0000755,19.95,0.79,1.46,0.35,elliptical
obj_0000756,16.74,0.48,1.82,0.17,spiral
obj_0000757,16.28,0.51,1.83,0.05,elliptical
obj_0000758,14.71,0.66,2.55,0.1,elliptical
obj_0000759,17.05,1.19,2.34,0.03,spiral
obj_0000760,15.14,0.85,0.56,0.68,elliptical
obj_0000761,16.18,0.4,2.22,0.43,spiral
obj_0000762,19.84,0.22,2.83,0.07,spiral
obj_0000763,15.86,0.7,0.71,0.03,spiral
obj_0000764,17.72,0.42,1.88,0.12,elliptical
obj_0000765,14.95,0.53,2.07,0.06,spiral
obj_0000766,15.95,0.55,1.11,0.11,elliptical
obj_0000767,18.66,0.57,1.92,0.11,elliptical
obj_0000768,15.06,0.54,3.54,0.15,spiral
obj_0000769,18.72,0.46,2.84,0.19,elliptical
obj_0000770,17.06,-0.04,3.84,0.28,spiral
obj_0000771,15.16,0.66,1.95,0.03,elliptical
obj_0000772,16.95,0.79,2.18,0.09,spiral
obj_0000773,17.46,0.32,2.72,0.15,elliptical
obj_0000774,16.93,0.82,2.28,0.07,spiral
obj_0000775,13.64,0.69,2.74,0.28,spiral
obj_0000776,14.91,0.64,3.13,0.05,elliptical
obj_0000777,15.63,0.66,2.96,0.03,spiral
obj_0000778,15.89,0.82,1.18,0.47,elliptical
obj_0000779,16.93,0.76,1.5,0.31,spiral
obj_0000780,16.27,0.13,2.72,0.14,spiral
obj_0000781,14.0,0.99,1.01,0.19,spiral
obj_0000782,16.57,0.77,1.89,0.27,spiral
obj_0000783,16.92,0.3,1.58,0.45,elliptical
obj_0000784,16.84,0.06,1.29,0.13,elliptical
obj_0000785,17.62,0.24,1.24,0.12,elliptical
obj_0000786,17.25,0.97,2.01,0.36,elliptical
obj_0000787,16.69,0.57,2.95,0.15,elliptical
obj_0000788,15.89,0.84,2.0,0.02,spiral
obj_0000789,13.51,1.21,2.16,0.1,spiral
obj_0000790,16.64,0.25,2.08,0.02,spiral
obj_0000791,16.31,0.24,1.69,0.26,spiral
obj_0000792,16.41,0.59,2.38,0.01,spiral
obj_0000793,14.08,0.69,2.41,0.09,spiral
obj_0000794,14.38,0.83,1.6,0.16,spiral
obj_0000795,17.58,0.32,0.36,0.11,spiral
obj_0000796,15.94,0.4,2.69,0.17,spiral
obj_0000797,17.02,1.01,2.47,0.04,spiral
obj_0000798,16.04,0.72,1.87,0.23,elliptical
obj_0000799,16.04,0.69,4.01,0.31,spiral
obj_0000800,17.41,0.47,2.09,0.18,spiral
obj_0000801,15.23,0.99,1.97,0.11,spiral
obj_0000802,16.14,0.92,3.52,0.01,spiral
obj_0000803,15.31,0.59,2.12,0.65,spiral
obj_0000804,15.35,0.1,3.64,0.44,spiral
obj_0000805,15.54,0.88,2.03,0.0,elliptical
obj_0000806,16.33,0.76,2.22,0.35,elliptical
obj_0000807,15.28,0.63,3.17,0.33,elliptical
obj_0000808,17.88,0.95,1.91,0.05,elliptical
obj_0000809,14.66,0.74,1.99,0.03,spiral
obj_0000810,15.72,0.51,3.9,0.05,elliptical
obj_0000811,15.34,0.9,3.01,0.42,spiral
obj_0000812,18.17,0.67,2.53,0.04,spiral
obj_0000813,16.29,0.88,2.73,0.09,spiral
obj_0000814,17.55,0.64,4.19,0.05,spiral
obj_0000815,13.77,0.77,2.79,0.03,spiral
obj_0000816,16.4,1.04,2.55,0.18,elliptical
obj_0000817,17.33,1.02,2.63,0.06,spiral
obj_0000818,16.12,0.44,1.78,0.3,elliptical
obj_0000819,17.6,0.88,2.28,0.16,elliptical
obj_0000820,15.22,0.42,2.69,0.04,spiral
obj_0000821,18.11,0.84,2.95,0.13,spiral
obj_0000822,19.45,0.56,1.75,0.09,spiral
obj_0000823,15.46,0.15,3.58,0.19,spiral
obj_0000824,15.33,0.69,2.7,0.23,spiral
obj_0000825,18.18,0.92,3.21,0.58,elliptical
obj_0000826,18.37,0.78,1.49,0.01,spiral
obj_0000827,15.22,0.34,2.35,0.22,spiral
obj_0000828,15.37,0.68,1.61,0.24,elliptical
obj_0000829,15.58,0.56,1.71,0.27,elliptical
obj_0000830,13.98,0.84,2.92,0.13,spiral
obj_0000831,14.62,0.91,2.0,0.34,spiral
obj_0000832,14.49,0.21,1.84,0.0,spiral
obj_0000833,14.85,0.63,3.1,0.01,elliptical
obj_0000834,15.95,0.33,1.54,0.33,elliptical
obj_0000835,16.35,0.66,4.62,0.16,elliptical
obj_0000836,18.33,0.18,2.33,0.05,spiral
obj_0000837,14.5,0.58,1.56,0.09,spiral
obj_0000838,17.48,0.69,2.28,0.09,spiral
obj_0000839,15.68,-0.09,2.32,0.14,spiral
obj_0000840,15.93,0.52,1.47,0.45,spiral
obj_0000841,17.01,0.15,3.0,0.09,elliptical
obj_0000842,14.32,0.85,2.5,0.14,spiral
obj_0000843,16.57,0.02,2.79,0.45,spiral
obj_0000844,16.25,0.49,3.31,0.08,spiral
obj_0000845,16.74,0.99,1.86,0.21,spiral
obj_0000846,16.43,0.29,2.48,0.17,elliptical
obj_0000847,19.68,0.38,2.39,0.19,elliptical
obj_0000848,15.04,0.58,2.77,0.07,spiral
obj_0000849,15.2,0.62,2.88,0.1,elliptical
obj_0000850,15.07,-0.1,1.75,0.25,spiral
obj_0000851,15.17,0.52,3.01,0.29,elliptical
obj_0000852,15.04,0.81,2.71,0.03,spiral
obj_0000853,17.78,1.25,2.59,0.4,elliptical
obj_0000854,18.13,0.37,2.28,0.09,elliptical
obj_0000855,15.14,0.51,3.12,0.31,elliptical
obj_0000856,14.75,0.72,3.42,0.15,spiral
obj_0000857,16.71,0.36,3.09,0.03,elliptical
obj_0000858,15.17,1.04,1.47,0.26,spiral
obj_0000859,16.95,0.59,3.8,0.45,elliptical
obj_0000860,16.3,0.67,3.0,0.12,spiral
obj_0000861,13.73,0.76,2.18,0.46,elliptical
obj_0000862,18.32,0.09,2.94,0.21,spiral
obj_0000863,18.69,0.68,2.35,0.06,spiral
obj_0000864,15.08,0.41,2.89,0.01,spiral
obj_0000865,15.42,0.34,3.67,0.17,spiral
obj_0000866,16.43,0.74,2.45,0.5,spiral
obj_0000867,16.5,0.94,3.34,0.11,elliptical
obj_0000868,16.99,0.6,2.29,0.21,spiral
obj_0000869,19.02,1.06,3.32,0.0,spiral
obj_0000870,15.73,0.53,2.86,0.41,elliptical
obj_0000871,14.8,0.08,2.77,0.14,elliptical
obj_0000872,13.93,0.25,2.76,0.22,spiral
obj_0000873,14.9,1.06,2.11,0.5,elliptical
obj_0000874,15.95,1.13,2.74,0.26,elliptical
obj_0000875,18.69,0.71,1.99,0.35,spiral
obj_0000876,15.22,0.41,2.91,0.02,spiral
obj_0000877,16.34,0.51,2.35,0.22,spiral
obj_0000878,15.98,0.59,2.2,0.0,elliptical
obj_0000879,17.78,0.6,3.28,0.06,elliptical
obj_0000880,19.79,0.77,2.12,0.08,spiral
obj_0000881,15.2,0.7,2.05,0.11,spiral
obj_0000882,15.27,0.24,3.78,0.13,elliptical
obj_0000883,17.57,0.26,3.8,0.16,spiral
obj_0000884,17.02,0.76,1.82,0.07,spiral
obj_0000885,18.77,0.48,3.48,0.23,spiral
obj_0000886,16.88,0.58,2.83,0.03,elliptical
obj_0000887,15.46,0.61,1.83,0.04,spiral
obj_0000888,16.89,0.44,2.32,0.03,elliptical
obj_0000889,17.66,0.64,1.98,0.33,elliptical
obj_0000890,17.23,0.81,2.76,0.24,spiral
obj_0000891,16.76,0.56,1.67,0.15,spiral
obj_0000892,17.6,1.01,2.34,0.4,elliptical
obj_0000893,17.75,1.07,1.9,0.24,spiral
obj_0000894,18.07,0.35,2.18,0.02,elliptical
obj_0000895,16.97,0.72,1.84,0.03,spiral
obj_0000896,15.75,0.53,1.37,0.12,elliptical
obj_0000897,16.22,0.37,2.82,0.34,elliptical
obj_0000898,17.81,0.59,2.82,0.02,spiral
obj_0000899,14.77,-0.04,2.28,0.11,spiral
obj_0000900,16.55,0.83,1.89,0.07,spiral
obj_0000901,15.41,0.86,1.73,0.04,elliptical
obj_0000902,16.04,0.67,2.38,0.18,spiral
obj_0000903,17.92,0.89,1.48,0.1,elliptical
obj_0000904,16.29,0.39,2.06,0.15,spiral
obj_0000905,16.07,-0.24,3.02,0.14,elliptical
obj_0000906,13.96,0.46,2.2,0.07,elliptical
obj_0000907,17.12,0.23,2.07,0.71,spiral
obj_0000908,16.97,0.6,3.05,0.07,elliptical
obj_0000909,19.24,1.03,0.34,0.13,elliptical
obj_0000910,15.54,0.69,2.7,0.19,elliptical
obj_0000911,16.33,0.52,3.38,0.21,elliptical
obj_0000912,16.37,0.93,3.59,0.09,elliptical
obj_0000913,18.37,1.11,2.51,0.1,spiral
obj_0000914,15.86,0.73,2.82,0.04,elliptical
obj_0000915,16.42,0.41,3.33,0.08,spiral
obj_0000916,16.91,0.64,1.67,0.04,spiral
obj_0000917,16.28,0.65,3.69,0.04,spiral
obj_0000918,15.33,0.54,3.36,0.23,spiral
obj_0000919,16.29,0.99,1.68,0.18,spiral
obj_0000920,17.61,0.85,2.98,0.07,elliptical
obj_0000921,14.46,0.25,1.56,0.05,elliptical
obj_0000922,16.2,0.22,3.24,0.21,elliptical
obj_0000923,14.95,0.44,2.42,0.21,elliptical
obj_0000924,17.79,0.3,2.74,0.25,spiral
obj_0000925,13.72,0.46,3.47,0.32,spiral
obj_0000926,15.16,0.6,2.51,0.32,spiral
obj_0000927,16.57,0.55,1.69,0.13,elliptical
obj_0000928,18.35,0.65,4.63,0.04,elliptical
obj_0000929,15.9,0.5,2.88,0.02,elliptical
obj_0000930,15.17,0.18,3.09,0.27,elliptical
obj_0000931,18.82,0.31,3.02,0.25,spiral
obj_0000932,13.83,0.28,3.44,0.08,spiral
obj_0000933,12.7,0.36,3.0,0.11,elliptical
obj_0000934,16.66,0.72,2.87,0.33,elliptical
obj_0000935,15.25,0.48,2.45,0.46,spiral
obj_0000936,14.47,0.32,3.79,0.45,spiral
obj_0000937,17.06,0.57,2.98,0.07,elliptical
obj_0000938,16.37,0.69,1.57,0.06,spiral
obj_0000939,15.15,0.68,3.16,0.06,elliptical
obj_0000940,14.08,1.32,2.79,0.11,spiral
obj_0000941,17.31,0.42,2.46,0.08,spiral
obj_0000942,16.98,0.71,2.92,0.29,elliptical
obj_0000943,15.85,0.92,1.16,0.01,elliptical
obj_0000944,18.77,1.07,2.0,0.05,spiral
obj_0000945,14.39,0.52,3.37,0.22,spiral
obj_0000946,13.71,0.06,2.75,0.05,spiral
obj_0000947,14.96,0.51,2.59,0.21,spiral
obj_0000948,15.93,0.71,2.73,0.19,spiral
obj_0000949,16.37,1.39,2.33,0.17,spiral
obj_0000950,15.64,0.18,2.42,0.23,spiral
obj_0000951,16.53,0.58,2.83,0.1,spiral
obj_0000952,14.12,0.4,1.82,0.06,spiral
obj_0000953,18.17,0.87,1.55,0.04,elliptical
obj_0000954,15.88,0.41,3.68,0.32,elliptical
obj_0000955,17.68,0.14,1.61,0.11,spiral
obj_0000956,16.51,-0.02,3.46,0.45,elliptical
obj_0000957,16.69,0.68,1.56,0.05,spiral
obj_0000958,16.85,0.62,3.27,0.05,elliptical
obj_0000959,16.67,0.76,2.44,0.04,elliptical
obj_0000960,16.96,0.64,2.4,0.02,spiral
obj_0000961,17.99,0.69,2.38,0.13,elliptical
obj_0000962,16.29,0.74,1.09,0.37,elliptical
obj_0000963,17.06,0.35,2.13,0.03,spiral
obj_0000964,15.87,0.6,2.78,0.06,spiral
obj_0000965,18.16,0.75,2.89,0.15,elliptical
obj_0000966,14.99,0.31,1.58,0.11,spiral
obj_0000967,18.7,0.07,1.88,0.25,spiral
obj_0000968,15.94,0.7,1.65,0.08,elliptical
obj_0000969,13.85,0.54,2.16,0.04,spiral
obj_0000970,16.19,1.0,2.21,0.59,elliptical
obj_0000971,14.98,0.8,3.6,0.19,spiral
obj_0000972,17.26,0.5,1.94,0.33,spiral
obj_0000973,15.02,0.19,3.27,0.09,spiral
obj_0000974,15.33,1.0,3.18,0.24,spiral
obj_0000975,13.17,0.83,2.62,0.04,spiral
obj_0000976,15.32,0.99,2.73,0.01,spiral
obj_0000977,12.36,0.89,1.81,0.22,spiral
obj_0000978,13.62,0.23,2.95,0.05,elliptical
obj_0000979,17.14,0.74,0.48,0.33,spiral
obj_0000980,17.18,0.89,2.58,0.05,spiral
obj_0000981,16.64,0.63,2.63,0.0,elliptical
obj_0000982,14.55,0.5,1.71,0.05,spiral
obj_0000983,15.93,0.46,3.25,0.42,spiral
obj_0000984,15.99,0.37,2.84,0.02,spiral
obj_0000985,14.26,0.57,2.3,0.04,elliptical
obj_0000986,18.26,0.22,1.33,0.17,elliptical
obj_0000987,17.32,0.05,2.11,0.05,spiral
obj_0000988,15.67,0.43,2.67,0.0,elliptical
obj_0000989,16.04,0.42,2.22,0.02,elliptical
obj_0000990,16.31,1.27,3.54,0.1,spiral
obj_0000991,12.94,1.01,1.36,0.01,spiral
obj_0000992,15.63,0.54,2.68,0.22,elliptical
obj_0000993,14.98,0.59,1.33,0.11,spiral
obj_0000994,14.5,0.92,2.66,0.01,spiral
obj_0000995,15.58,0.6,2.95,0.46,spiral
obj_0000996,18.7,0.54,3.31,0.06,elliptical
obj_0000997,16.96,0.52,2.15,0.12,spiral
obj_0000998,15.14,0.56,2.96,0.14,elliptical
obj_0000999,16.86,0.26,2.53,0.45,spiral
obj_0001000,18.1,0.94,2.51,0.22,spiral
obj_0001001,17.39,0.52,3.59,0.31,elliptical
obj_0001002,16.09,0.98,3.45,0.11,spiral
obj_0001003,15.03,0.92,2.86,0.46,spiral
obj_0001004,17.05,0.74,1.93,0.02,spiral
obj_0001005,16.59,0.97,2.11,0.11,elliptical
obj_0001006,17.34,0.54,2.65,0.29,spiral
obj_0001007,16.95,0.43,1.94,0.2,spiral
obj_0001008,17.57,0.41,4.04,0.47,spiral
obj_0001009,15.2,0.62,1.61,0.12,elliptical
obj_0001010,17.98,0.81,3.93,0.13,spiral
obj_0001011,16.3,0.72,1.82,0.06,elliptical
obj_0001012,19.11,1.18,2.4,0.26,spiral
obj_0001013,14.97,0.75,2.17,0.05,spiral
obj_0001014,18.6,0.43,2.59,0.04,elliptical
obj_0001015,16.3,0.65,1.51,0.1,spiral
obj_0001016,15.02,0.87,4.35,0.08,spiral
obj_0001017,15.27,0.46,0.81,0.3,spiral
